,UID,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
421,UID00421,35,2,5,0,2,0,34,4,22,0,14,12,50
422,UID00422,10,15,2,1,1,14,25,7,15,0,60,4,38
423,UID00423,0,33,80,22,4,4,0,0,2,4,0,5,2
424,UID00424,25,20,3,4,1,22,24,9,13,0,59,12,36
425,UID00425,54,19,31,19,8,2,3,0,0,0,2,0,3
426,UID00426,48,25,26,16,4,7,2,0,1,0,5,0,1
427,UID00427,33,1,9,3,19,0,30,4,17,0,10,13,37
428,UID00428,21,2,17,3,0,0,20,2,45,0,9,28,20
429,UID00429,36,0,5,7,13,0,26,7,10,0,18,15,46
430,UID00430,30,1,3,5,14,0,31,8,16,0,16,11,28
431,UID00431,9,0,5,2,0,0,32,1,26,0,6,8,76
432,UID00432,0,118,4,43,0,2,1,0,0,0,0,0,2
433,UID00433,33,1,18,3,0,0,22,7,49,0,8,28,25
434,UID00434,123,2,3,0,0,0,15,2,15,0,8,15,4
435,UID00435,129,3,2,0,0,0,18,0,13,0,8,6,4
436,UID00436,54,22,30,33,11,8,2,0,0,0,1,0,2
437,UID00437,0,24,39,103,11,1,0,0,0,1,0,0,3
438,UID00438,21,0,8,14,2,0,7,5,13,0,21,10,73
439,UID00439,57,26,35,22,9,5,0,0,1,0,1,0,0
440,UID00440,21,0,7,2,1,0,83,34,5,0,9,4,20
441,UID00441,32,3,16,3,1,0,29,7,39,0,9,41,23
442,UID00442,0,48,38,44,58,6,1,0,0,6,1,0,0
443,UID00443,63,22,23,8,7,4,2,0,0,0,2,0,2
444,UID00444,68,28,28,16,12,6,2,0,0,0,6,1,4
445,UID00445,0,62,22,5,17,72,0,0,0,0,3,0,0
446,UID00446,31,0,7,4,1,0,24,7,24,0,16,15,57
447,UID00447,17,0,1,0,1,0,30,1,23,0,3,8,63
448,UID00448,14,17,5,5,1,15,20,3,8,0,48,3,30
449,UID00449,0,57,22,11,13,74,0,0,0,0,3,0,0
450,UID00450,27,0,18,5,0,0,20,4,55,0,8,37,14
451,UID00451,0,116,25,71,6,5,4,0,1,6,0,0,2
452,UID00452,0,71,20,5,14,65,0,0,0,0,7,0,0
453,UID00453,0,16,29,14,4,3,20,3,1,49,0,0,0
454,UID00454,0,32,84,31,3,3,0,0,0,5,0,6,3
455,UID00455,14,23,5,3,1,19,26,6,13,0,50,5,30
456,UID00456,24,2,6,8,10,0,29,8,11,0,20,17,33
457,UID00457,0,63,20,9,8,69,0,0,0,0,4,0,0
458,UID00458,26,1,25,7,1,0,22,5,41,0,9,28,9
459,UID00459,0,50,87,28,3,4,0,0,1,3,0,6,0
460,UID00460,0,66,26,44,11,0,1,0,1,7,0,0,2
461,UID00461,0,40,27,36,65,8,0,0,0,7,1,0,1
462,UID00462,0,69,36,35,13,3,3,0,0,5,1,0,8
463,UID00463,0,63,32,5,10,80,0,0,0,0,3,0,0
464,UID00464,18,0,5,6,17,0,33,4,24,0,20,18,39
465,UID00465,111,3,2,0,0,0,7,1,16,0,7,12,3
466,UID00466,0,75,34,42,15,5,5,0,1,10,2,1,5
467,UID00467,0,35,98,30,5,6,1,0,1,8,0,4,1
468,UID00468,22,2,13,4,0,0,13,9,44,0,5,34,24
469,UID00469,0,73,37,38,9,3,1,0,0,10,0,0,4
470,UID00470,36,0,6,19,0,0,12,8,9,0,12,14,59
471,UID00471,0,24,31,109,8,1,1,0,0,0,1,0,4
472,UID00472,0,44,33,43,54,5,0,0,0,1,0,0,1
473,UID00473,0,34,87,22,2,3,1,0,1,3,0,5,2
474,UID00474,22,1,9,3,0,0,87,33,4,0,4,4,24
475,UID00475,11,17,5,3,4,18,29,9,7,0,57,6,33
476,UID00476,0,113,32,52,3,1,2,0,0,4,0,0,5
477,UID00477,34,0,6,19,1,0,14,7,13,0,12,15,68
478,UID00478,19,1,6,6,15,0,25,3,20,0,11,15,35
479,UID00479,0,73,38,52,6,7,0,0,0,6,0,0,3
480,UID00480,161,2,2,0,0,0,14,1,12,0,11,13,0
481,UID00481,18,1,9,21,1,0,12,6,13,0,10,10,79
482,UID00482,0,21,79,28,7,2,1,0,0,3,0,7,1
483,UID00483,0,28,85,31,2,3,0,0,2,7,0,9,2
484,UID00484,10,16,0,3,0,22,28,4,4,0,41,10,31
485,UID00485,23,0,6,1,0,0,94,37,7,0,9,6,17
486,UID00486,15,1,21,2,0,0,16,6,45,0,9,38,17
487,UID00487,0,98,23,47,5,5,1,0,1,7,2,0,4
488,UID00488,0,66,11,6,10,66,0,0,0,0,3,1,0
489,UID00489,28,4,7,1,1,0,38,2,30,0,17,13,71
490,UID00490,0,65,28,40,9,5,0,0,1,8,2,1,1
491,UID00491,0,19,25,108,3,0,0,0,1,1,0,0,2
492,UID00492,0,28,69,23,1,5,0,0,1,5,0,3,1
493,UID00493,14,20,2,4,0,20,28,3,11,0,42,11,35
494,UID00494,0,18,37,22,10,1,23,0,0,52,0,1,0
495,UID00495,63,25,24,20,12,6,2,0,0,0,0,0,6
496,UID00496,34,1,9,4,16,0,23,3,20,0,19,13,22
497,UID00497,32,0,5,19,1,0,11,3,15,0,13,8,81
498,UID00498,0,31,96,26,4,1,1,0,2,7,0,8,5
499,UID00499,26,1,4,3,0,0,37,3,18,0,21,18,46
500,UID00500,0,125,2,53,1,2,0,0,0,0,0,0,0
501,UID00501,33,0,17,5,0,0,35,5,50,0,7,31,27
502,UID00502,27,1,6,24,1,0,11,7,13,0,17,12,85
503,UID00503,0,51,33,38,51,7,0,0,0,3,0,0,1
504,UID00504,19,3,4,4,0,0,34,3,30,0,26,14,58
505,UID00505,32,0,6,18,0,0,9,4,18,0,5,13,78
506,UID00506,0,80,11,6,8,59,0,0,0,0,5,0,0
507,UID00507,68,26,31,17,11,5,2,0,1,0,1,0,3
508,UID00508,28,0,6,3,12,0,20,5,22,0,19,16,35
509,UID00509,0,76,35,45,15,7,1,0,0,3,1,1,2
510,UID00510,24,1,9,3,0,0,100,32,7,0,11,7,21
511,UID00511,0,79,33,38,8,5,3,0,1,11,2,0,2
512,UID00512,14,10,7,5,0,14,21,9,13,0,47,10,32
513,UID00513,0,34,26,114,6,1,0,0,0,0,1,0,4
514,UID00514,34,0,7,2,0,0,27,5,17,0,14,11,39
515,UID00515,56,21,27,15,9,7,2,0,0,0,1,0,3
516,UID00516,15,0,5,29,0,0,13,8,15,0,16,23,60
517,UID00517,23,0,11,22,0,0,8,1,14,0,12,12,65
518,UID00518,10,0,2,1,0,0,51,0,18,0,3,0,117
519,UID00519,32,1,15,2,0,0,19,4,47,0,11,44,31
520,UID00520,20,0,3,22,2,0,11,7,11,0,10,12,84
521,UID00521,0,24,34,104,10,1,0,0,1,1,1,0,1
522,UID00522,0,16,34,19,11,9,17,0,0,55,0,0,0
523,UID00523,0,17,21,17,10,5,21,1,1,61,1,1,0
524,UID00524,0,70,20,5,18,57,0,0,0,0,5,0,0
525,UID00525,15,1,8,18,1,0,6,7,10,0,13,8,68
526,UID00526,32,0,3,25,0,0,12,3,11,0,10,16,81
527,UID00527,0,18,32,102,6,0,0,0,0,0,1,1,3
528,UID00528,0,11,34,104,10,1,2,0,0,0,4,0,2
529,UID00529,0,76,17,2,16,63,0,0,0,0,1,0,0
530,UID00530,31,2,5,1,0,0,28,3,24,0,19,13,56
531,UID00531,0,83,30,45,14,4,1,1,1,11,3,1,0
532,UID00532,0,77,40,49,14,6,2,1,1,7,2,1,1
533,UID00533,28,0,8,17,1,0,10,6,18,0,10,16,82
534,UID00534,0,83,21,7,14,75,0,0,1,0,3,0,0
535,UID00535,29,0,3,24,0,0,11,6,11,0,10,16,78
536,UID00536,21,3,2,3,0,0,33,1,13,0,15,9,56
537,UID00537,22,2,7,4,19,0,33,4,9,0,21,13,25
538,UID00538,0,16,31,111,10,1,1,0,0,0,2,1,3
539,UID00539,24,2,7,5,16,0,33,4,15,0,18,10,33
540,UID00540,29,3,2,0,1,0,21,6,21,0,13,9,52
541,UID00541,0,45,37,34,43,5,0,0,0,0,1,0,1
542,UID00542,0,86,35,41,5,3,2,0,3,8,2,0,3
543,UID00543,0,56,14,6,17,69,0,0,0,0,5,1,0
544,UID00544,121,1,0,0,0,0,16,2,9,0,10,15,6
545,UID00545,63,24,33,19,10,8,1,1,1,0,0,0,0
546,UID00546,0,33,94,25,6,4,0,0,2,2,0,10,1
547,UID00547,53,23,32,16,10,10,0,0,1,0,0,1,1
548,UID00548,18,12,4,2,0,12,22,2,16,0,56,11,32
549,UID00549,59,24,36,23,6,11,1,0,0,0,1,0,2
550,UID00550,0,21,36,92,9,1,2,0,0,0,2,0,3
551,UID00551,15,14,2,3,0,17,20,1,10,0,41,7,26
552,UID00552,0,31,72,36,1,4,0,0,1,8,0,7,0
553,UID00553,168,5,2,0,0,0,15,1,16,0,9,12,3
554,UID00554,0,16,35,120,7,0,2,0,0,0,2,0,0
555,UID00555,0,45,24,52,55,4,1,0,0,5,1,0,2
556,UID00556,17,1,5,3,0,0,97,30,6,0,7,5,23
557,UID00557,0,31,68,26,1,2,0,0,1,5,0,8,3
558,UID00558,79,31,31,16,7,8,3,0,0,0,5,0,10
559,UID00559,0,121,36,58,6,2,2,0,1,3,0,0,2
560,UID00560,26,0,8,2,0,0,74,36,6,0,5,6,23
561,UID00561,0,11,42,19,9,2,21,2,0,59,1,0,1
562,UID00562,126,5,1,0,0,0,12,0,12,0,8,9,3
563,UID00563,58,28,31,21,6,3,2,0,0,0,2,0,4
564,UID00564,0,32,86,27,3,5,0,0,1,9,0,14,3
565,UID00565,12,1,5,3,0,0,33,6,20,0,15,13,60
566,UID00566,0,55,25,50,38,6,0,0,0,3,2,0,0
567,UID00567,65,23,31,25,11,3,2,0,0,0,5,2,1
568,UID00568,0,20,28,96,6,1,2,0,1,2,0,0,1
569,UID00569,0,19,26,130,9,1,2,0,0,0,0,0,2
570,UID00570,22,0,5,16,1,0,6,8,10,0,12,15,62
571,UID00571,27,0,11,7,0,0,19,5,43,0,10,50,17
572,UID00572,150,3,2,0,0,0,15,1,8,0,2,11,3
573,UID00573,24,0,5,4,0,0,81,30,4,0,10,3,31
574,UID00574,23,1,6,4,0,0,86,41,3,0,7,4,23
575,UID00575,0,25,34,95,8,1,1,0,0,0,2,0,3
576,UID00576,23,0,10,21,2,0,8,4,16,0,13,14,72
577,UID00577,28,2,13,2,0,0,18,3,37,0,8,40,20
578,UID00578,0,37,84,22,3,3,1,0,1,4,0,7,2
579,UID00579,0,80,12,6,7,74,0,0,0,0,3,0,0
580,UID00580,0,89,34,40,7,0,2,0,0,7,2,0,5
581,UID00581,41,2,4,3,1,0,35,9,33,0,17,12,54
582,UID00582,0,78,34,39,10,1,3,0,0,5,0,1,4
583,UID00583,0,121,27,67,11,1,7,0,1,7,2,0,1
584,UID00584,64,33,29,23,11,7,3,0,0,0,1,0,1
585,UID00585,0,67,38,48,13,9,3,0,0,10,1,0,4
586,UID00586,12,1,11,15,0,0,8,3,12,0,9,8,87
587,UID00587,18,10,4,5,2,16,20,8,17,0,43,12,27
588,UID00588,0,34,88,35,5,6,0,0,1,3,0,8,2
589,UID00589,140,1,2,0,0,0,17,2,17,0,10,9,4
590,UID00590,26,0,13,8,0,0,13,3,40,0,7,39,22
591,UID00591,0,27,36,92,8,1,0,0,0,1,2,0,4
592,UID00592,18,1,6,5,0,0,79,31,6,0,3,5,15
593,UID00593,128,4,0,0,0,0,9,0,14,0,10,17,3
594,UID00594,0,76,18,9,12,64,0,0,0,0,8,0,0
595,UID00595,0,48,26,44,43,4,2,0,0,4,1,0,2
596,UID00596,0,78,23,6,8,70,0,0,0,0,9,0,0
597,UID00597,0,19,31,88,5,0,1,0,0,0,1,1,1
598,UID00598,0,126,1,41,2,2,0,0,0,2,0,0,2
599,UID00599,134,1,1,0,0,0,17,0,11,0,12,12,1
600,UID00600,12,0,0,2,0,0,29,3,23,0,10,8,81
601,UID00601,0,34,25,108,9,1,5,0,2,1,0,0,1
602,UID00602,21,0,5,15,0,0,10,3,14,0,15,18,75
603,UID00603,9,0,2,4,0,0,31,3,24,0,9,7,69
604,UID00604,131,0,2,0,0,0,16,3,10,0,9,7,2
605,UID00605,16,1,8,3,15,0,23,8,14,0,10,13,42
606,UID00606,0,63,16,13,8,75,0,0,0,0,4,1,0
607,UID00607,154,0,2,0,0,0,11,1,9,0,9,12,3
608,UID00608,23,0,1,24,2,0,15,4,12,0,11,20,69
609,UID00609,135,2,1,0,0,0,13,0,5,0,10,16,3
610,UID00610,138,2,1,0,0,0,13,4,12,0,10,8,4
611,UID00611,30,3,8,1,0,0,39,8,25,0,15,6,49
612,UID00612,56,18,33,19,18,5,5,0,0,0,2,1,1
613,UID00613,132,1,0,0,0,0,6,3,20,0,7,10,4
614,UID00614,0,20,34,111,10,2,3,0,0,0,1,0,1
615,UID00615,135,1,3,0,0,0,18,1,7,0,12,12,3
616,UID00616,0,127,28,62,7,5,2,0,0,8,1,0,2
617,UID00617,22,2,3,3,0,0,42,1,15,0,16,12,69
618,UID00618,23,3,15,5,0,0,26,5,45,0,4,38,15
619,UID00619,16,8,1,3,2,17,23,4,13,0,39,7,30
620,UID00620,0,45,74,27,4,6,0,0,0,6,0,5,1
621,UID00621,25,23,5,7,1,15,22,2,13,0,55,7,24
622,UID00622,29,2,7,3,0,0,87,46,3,0,9,7,23
623,UID00623,0,33,66,23,5,5,0,0,0,3,0,7,1
624,UID00624,27,1,8,23,0,0,9,8,16,0,9,13,70
625,UID00625,28,1,19,4,0,0,20,7,39,0,8,31,12
626,UID00626,0,48,31,39,56,9,0,0,0,6,3,0,2
627,UID00627,0,15,24,19,11,10,20,2,0,39,0,1,1
628,UID00628,9,2,1,1,2,0,40,1,18,0,14,14,71
629,UID00629,22,0,4,23,0,0,12,5,12,0,14,13,67
630,UID00630,0,30,88,22,7,3,0,0,0,5,0,11,1
631,UID00631,0,18,26,12,11,6,23,0,0,46,1,0,0
632,UID00632,0,42,92,27,4,2,0,0,2,3,0,4,3
633,UID00633,0,67,38,40,9,5,1,0,1,10,1,0,3
634,UID00634,31,0,5,1,0,0,30,5,19,0,14,11,58
635,UID00635,27,0,7,7,0,0,92,31,6,0,3,2,27
636,UID00636,0,72,32,37,11,2,1,0,1,9,2,1,4
637,UID00637,0,40,75,23,3,4,0,0,2,4,0,9,0
638,UID00638,23,2,2,4,23,0,26,5,20,0,17,14,42
639,UID00639,0,18,27,101,8,1,1,0,0,0,1,0,2
640,UID00640,16,14,3,4,0,16,20,4,13,0,53,11,34
641,UID00641,0,137,5,44,0,0,0,0,0,0,0,0,4
642,UID00642,0,55,18,4,12,59,0,0,0,0,2,0,0
643,UID00643,56,27,38,25,13,6,1,0,0,0,2,0,3
644,UID00644,20,1,3,1,1,0,39,4,31,0,18,11,57
645,UID00645,17,0,10,8,0,0,71,29,3,0,7,6,18
646,UID00646,0,110,5,52,0,0,0,0,0,1,0,0,3
647,UID00647,18,0,7,4,0,0,85,31,4,0,10,5,27
648,UID00648,28,0,7,22,0,0,13,5,14,0,17,12,68
649,UID00649,24,1,4,20,1,0,14,7,17,0,15,15,60
650,UID00650,9,9,5,2,0,20,22,6,9,0,59,10,31
651,UID00651,0,38,95,26,4,4,0,0,2,5,0,8,4
652,UID00652,40,3,12,2,1,0,28,7,22,0,11,15,52
653,UID00653,0,29,31,102,4,1,0,0,0,0,1,0,0
654,UID00654,18,1,5,5,0,0,79,35,3,0,0,4,26
655,UID00655,21,1,8,25,1,0,13,6,19,0,13,10,73
656,UID00656,0,20,26,18,10,3,24,3,0,60,1,0,1
657,UID00657,0,41,86,25,2,2,0,0,1,6,0,3,1
658,UID00658,29,0,11,7,16,0,25,3,13,0,17,12,38
659,UID00659,19,1,2,23,0,0,8,2,18,0,11,18,82
660,UID00660,10,14,2,4,0,18,23,8,16,0,52,7,23
661,UID00661,0,17,20,17,10,3,26,0,1,44,0,0,0
662,UID00662,11,0,0,3,1,0,32,2,32,0,3,1,103
663,UID00663,28,1,6,3,21,0,34,7,13,0,16,13,38
664,UID00664,0,30,79,30,1,2,0,0,2,2,0,3,2
665,UID00665,0,19,30,13,15,5,13,0,0,54,0,0,0
666,UID00666,0,19,35,91,7,0,1,0,0,0,0,0,2
667,UID00667,0,71,29,46,14,7,2,1,1,4,4,1,1
668,UID00668,25,4,1,2,2,0,34,6,29,0,11,12,61
669,UID00669,0,58,25,9,10,56,0,0,0,0,3,0,0
670,UID00670,0,119,3,41,0,0,0,0,0,3,0,0,2
671,UID00671,19,3,19,0,0,0,24,4,53,0,9,30,17
672,UID00672,0,24,39,113,11,2,1,0,1,0,2,0,1
673,UID00673,9,9,2,8,0,24,23,5,9,0,46,7,20
674,UID00674,0,69,38,51,17,6,0,0,1,6,2,0,3
675,UID00675,24,1,5,7,2,0,30,7,24,0,16,11,45
676,UID00676,0,76,27,49,11,5,1,0,0,5,0,0,7
677,UID00677,19,1,12,2,0,0,40,3,26,0,12,15,62
678,UID00678,131,3,2,0,0,0,17,1,10,0,15,14,3
679,UID00679,8,13,5,5,2,12,21,4,13,0,49,8,23
680,UID00680,0,34,24,101,10,2,0,0,1,0,1,0,4
681,UID00681,24,0,4,21,0,0,10,9,9,0,25,11,78
682,UID00682,0,34,78,23,6,2,1,0,3,7,0,4,5
683,UID00683,27,3,6,2,0,0,43,2,22,0,13,18,54
684,UID00684,139,5,2,0,0,0,11,0,14,0,8,8,5
685,UID00685,27,2,20,6,1,0,14,3,50,0,13,41,23
686,UID00686,0,20,23,22,8,1,17,2,0,45,1,0,0
687,UID00687,128,5,0,0,0,0,13,0,13,0,3,9,4
688,UID00688,152,1,3,0,0,0,19,1,11,0,7,11,6
689,UID00689,0,40,97,26,6,2,0,0,1,3,0,5,2
690,UID00690,18,1,4,1,0,0,89,27,6,0,6,6,27
691,UID00691,26,2,1,1,0,0,38,7,22,0,16,19,57
692,UID00692,20,1,6,3,0,0,81,42,4,0,5,6,24
693,UID00693,16,15,0,5,0,20,24,8,12,0,63,11,31
694,UID00694,17,0,1,0,0,0,34,0,14,0,14,10,76
695,UID00695,29,2,20,1,0,0,29,10,42,0,7,30,24
696,UID00696,121,5,1,0,0,0,12,1,11,0,6,12,7
697,UID00697,63,19,30,17,10,4,3,0,0,0,3,1,0
698,UID00698,0,33,32,117,10,0,1,0,0,0,2,0,1
699,UID00699,0,50,29,23,39,4,0,0,0,2,0,0,3
700,UID00700,17,16,1,2,1,16,24,8,10,0,52,16,34
701,UID00701,17,9,1,3,4,16,25,5,14,0,47,5,26
702,UID00702,11,13,2,6,1,18,22,6,7,0,53,6,21
703,UID00703,0,43,36,37,50,7,1,0,0,3,1,0,0
704,UID00704,0,75,30,40,9,6,2,0,0,12,0,0,4
705,UID00705,16,1,2,3,0,0,91,30,3,0,5,7,25
706,UID00706,130,4,1,0,0,0,16,0,10,0,11,6,3
707,UID00707,0,69,34,33,11,6,1,0,0,11,1,0,2
708,UID00708,0,72,32,55,10,3,0,0,0,9,0,0,3
709,UID00709,19,0,2,26,2,0,14,7,7,0,20,17,77
710,UID00710,25,3,5,1,2,0,32,10,26,0,14,6,51
711,UID00711,28,0,0,3,0,0,26,2,22,0,23,10,49
712,UID00712,27,1,3,3,0,0,21,5,27,0,11,11,43
713,UID00713,0,51,25,44,51,2,2,0,1,5,3,0,3
714,UID00714,0,20,25,30,10,2,25,5,0,45,0,0,0
715,UID00715,133,1,1,0,0,0,19,4,10,0,3,14,4
716,UID00716,24,0,12,6,1,0,24,3,55,0,10,32,29
717,UID00717,0,18,29,125,5,0,0,0,2,0,1,0,2
718,UID00718,0,28,26,106,9,1,4,0,1,0,2,0,4
719,UID00719,0,17,28,136,4,0,3,0,0,0,3,0,3
720,UID00720,0,19,31,89,9,3,2,0,0,3,3,0,1
721,UID00721,25,2,8,3,18,0,14,3,13,0,11,17,33
722,UID00722,24,2,14,2,0,0,28,5,47,0,14,43,16
723,UID00723,13,20,1,2,2,17,28,4,8,0,60,6,30
724,UID00724,21,0,17,5,0,0,31,2,37,0,15,37,24
725,UID00725,28,4,8,8,14,0,23,4,20,0,17,13,28
726,UID00726,0,17,27,113,9,0,0,0,0,0,1,0,2
727,UID00727,29,0,14,6,0,0,29,2,34,0,4,38,25
728,UID00728,24,1,4,2,0,0,88,24,6,0,14,5,19
729,UID00729,0,43,29,42,59,1,0,0,0,2,2,0,1
730,UID00730,0,17,38,10,14,5,23,2,0,48,1,1,0
731,UID00731,0,13,26,15,12,7,29,0,0,57,0,1,0
732,UID00732,0,82,29,49,10,5,2,1,1,3,0,0,6
733,UID00733,0,27,87,25,3,5,0,0,2,7,0,8,1
734,UID00734,0,30,103,22,1,3,0,0,1,7,0,5,4
735,UID00735,0,12,34,19,14,4,18,4,0,50,0,0,0
736,UID00736,0,35,90,26,0,5,1,0,0,3,0,3,3
737,UID00737,0,31,39,109,5,0,2,0,0,0,1,0,5
738,UID00738,21,1,19,3,0,0,27,7,43,0,10,42,32
739,UID00739,0,66,24,7,9,51,0,0,0,0,8,0,0
740,UID00740,127,4,2,0,0,0,13,1,15,0,10,6,6
741,UID00741,30,2,16,1,1,0,18,8,47,0,9,42,11
742,UID00742,28,0,4,2,0,0,34,6,27,0,19,14,53
743,UID00743,0,18,34,109,11,1,1,1,1,1,0,0,3
744,UID00744,36,1,10,2,0,0,29,3,46,0,6,38,26
745,UID00745,0,103,26,33,13,6,0,0,0,5,4,0,1
746,UID00746,0,33,97,19,4,5,0,1,1,3,0,10,3
747,UID00747,28,0,8,28,1,0,10,5,9,0,17,22,75
748,UID00748,0,17,34,108,12,2,2,0,1,0,1,0,3
749,UID00749,0,13,33,21,11,7,26,1,1,54,1,0,0
750,UID00750,0,72,16,8,17,53,0,0,0,0,7,0,0
751,UID00751,0,69,25,46,12,2,1,0,1,5,2,1,2
752,UID00752,0,17,38,116,11,1,0,0,0,0,2,1,3
753,UID00753,14,15,5,4,0,17,24,10,12,0,49,8,22
754,UID00754,28,0,5,24,1,0,10,3,8,0,15,13,70
755,UID00755,34,0,6,21,1,0,15,7,15,0,12,13,61
756,UID00756,0,74,15,8,16,61,0,0,0,0,1,0,0
757,UID00757,16,0,6,3,21,0,29,8,21,0,13,17,39
758,UID00758,32,0,15,2,0,0,24,5,33,0,8,40,15
759,UID00759,0,18,28,129,8,1,0,0,0,1,0,0,5
760,UID00760,32,0,4,23,0,0,10,5,10,0,14,14,89
761,UID00761,16,2,4,3,0,0,92,46,1,0,7,2,19
762,UID00762,0,26,27,90,7,4,0,0,0,2,2,0,2
763,UID00763,0,13,37,15,12,2,26,0,0,52,2,0,0
764,UID00764,0,81,28,49,15,3,0,0,1,9,1,0,3
765,UID00765,0,20,45,16,10,4,28,1,0,46,1,0,0
766,UID00766,0,64,39,41,10,9,1,0,1,7,4,0,5
767,UID00767,28,0,9,20,0,0,15,8,14,0,13,15,66
768,UID00768,136,4,1,0,0,0,18,2,11,0,8,12,4
769,UID00769,15,21,2,4,1,15,25,5,11,0,61,8,28
770,UID00770,0,20,29,99,5,1,0,0,0,0,1,0,2
771,UID00771,19,0,7,25,0,0,11,5,9,0,15,10,89
772,UID00772,0,79,34,44,15,5,2,0,1,2,1,1,0
773,UID00773,0,116,28,70,4,2,2,0,0,3,1,0,3
774,UID00774,0,155,22,66,7,3,2,0,1,8,1,0,4
775,UID00775,0,23,20,114,4,1,3,0,0,1,3,0,3
776,UID00776,7,1,4,0,0,0,31,1,18,0,11,10,65
777,UID00777,0,32,31,116,9,0,0,0,0,0,1,0,3
778,UID00778,29,0,7,19,0,0,11,6,15,0,7,13,72
779,UID00779,0,30,84,26,4,6,1,0,4,8,0,7,1
780,UID00780,15,0,1,1,0,0,23,0,19,0,10,7,69
781,UID00781,0,65,32,45,18,3,2,0,1,6,0,1,3
782,UID00782,14,1,3,19,0,0,18,3,11,0,12,21,74
783,UID00783,31,0,10,18,0,0,18,8,12,0,14,12,69
784,UID00784,0,29,76,20,5,7,0,0,0,4,0,7,1
785,UID00785,119,2,0,0,0,0,17,0,7,0,12,15,6
786,UID00786,0,71,26,6,13,58,0,0,0,0,5,0,0
787,UID00787,0,19,36,114,10,0,1,0,0,0,0,0,1
788,UID00788,0,28,34,13,12,3,19,1,0,56,2,1,0
789,UID00789,21,0,17,1,0,0,29,5,40,0,6,42,23
790,UID00790,56,24,22,16,13,6,3,0,1,0,0,1,2
791,UID00791,0,60,17,2,10,64,0,0,1,0,6,0,0
792,UID00792,25,3,4,1,2,0,26,5,18,0,13,9,65
793,UID00793,65,25,30,21,6,1,3,0,0,0,1,0,2
794,UID00794,28,1,17,5,22,0,26,5,11,0,10,11,37
795,UID00795,0,17,37,27,14,1,14,3,0,44,1,0,0
796,UID00796,21,0,1,0,0,0,89,30,3,0,8,5,25
797,UID00797,0,62,23,2,6,65,0,0,0,0,3,1,0
798,UID00798,32,4,7,2,0,0,36,8,16,0,16,19,40
799,UID00799,17,2,23,6,1,0,15,4,45,0,10,45,14
800,UID00800,0,13,22,21,7,5,24,1,0,50,2,0,0
801,UID00801,19,1,6,4,16,0,28,3,12,0,22,11,31
802,UID00802,11,16,4,1,3,19,17,2,13,0,46,10,27
803,UID00803,30,2,7,10,24,0,21,3,20,0,21,13,35
804,UID00804,27,1,8,4,0,0,90,30,6,0,6,3,23
805,UID00805,142,2,0,0,0,0,12,4,13,0,11,15,5
806,UID00806,24,2,6,2,0,0,31,2,22,0,16,11,58
807,UID00807,27,0,4,16,1,0,12,5,13,0,13,15,70
808,UID00808,17,21,3,5,2,11,25,2,11,0,46,5,28
809,UID00809,0,33,28,95,8,2,1,0,1,0,1,0,2
810,UID00810,23,0,8,3,0,0,89,35,3,0,7,3,32
811,UID00811,0,42,83,18,5,6,0,0,1,3,0,10,2
812,UID00812,17,0,5,27,1,0,12,7,14,0,15,12,74
813,UID00813,0,81,24,37,6,2,2,0,2,7,2,0,4
814,UID00814,0,72,32,27,12,5,1,0,2,10,1,0,4
815,UID00815,0,102,27,64,9,5,0,0,1,9,0,0,3
816,UID00816,25,1,5,21,1,0,15,0,13,0,17,13,79
817,UID00817,0,65,36,43,44,9,0,0,1,5,2,0,1
818,UID00818,0,29,30,93,9,1,1,0,1,0,4,0,2
819,UID00819,0,26,83,16,2,5,1,0,0,8,0,8,1
820,UID00820,0,48,68,25,2,8,1,0,0,7,0,8,1
821,UID00821,0,45,23,33,57,3,0,0,1,5,0,0,1
822,UID00822,13,1,3,1,1,0,33,2,20,0,18,6,58
823,UID00823,0,33,95,26,5,6,0,0,3,7,0,5,5
824,UID00824,111,2,0,0,0,0,20,1,19,0,8,16,6
825,UID00825,24,1,5,2,0,0,75,42,5,0,6,4,26
826,UID00826,16,3,8,2,0,0,99,36,6,0,5,3,24
827,UID00827,60,17,38,19,5,6,3,0,0,0,2,0,3
828,UID00828,0,53,17,4,10,73,0,0,1,0,5,0,0
829,UID00829,0,72,22,12,8,68,0,0,0,0,5,0,0
830,UID00830,22,4,18,2,0,0,21,3,53,0,13,51,23
831,UID00831,20,0,7,19,0,0,13,7,10,0,10,19,74
832,UID00832,31,2,4,0,1,0,29,11,23,0,15,14,56
833,UID00833,27,4,5,6,23,0,24,2,17,0,18,12,35
834,UID00834,0,54,25,42,41,4,0,0,0,4,4,0,2
835,UID00835,0,15,32,14,9,4,38,3,0,57,0,1,1
836,UID00836,18,0,9,23,1,0,14,10,17,0,8,9,69
837,UID00837,25,1,7,25,0,0,11,3,13,0,14,16,72
838,UID00838,63,21,48,22,9,7,1,0,0,0,2,0,3
839,UID00839,66,20,34,23,20,6,1,0,1,0,1,2,2
840,UID00840,0,35,98,25,6,5,0,0,0,9,0,5,0
841,UID00841,0,13,27,17,10,2,19,1,1,52,1,1,0
842,UID00842,0,78,29,41,14,5,0,0,1,11,2,1,3
